Temperature (C)	Pressure (bar)	"Density (l, kg/m3)"	"Volume (l, m3/kg)"	"Internal Energy (l, kJ/kg)"	"Enthalpy (l, kJ/kg)"	"Entropy (l, J/g*K)"	"Cv (l, J/g*K)"	"Cp (l, J/g*K)"	"Sound Spd. (l, m/s)"	"Joule-Thomson (l, K/bar)"	"Viscosity (l, uPa*s)"	"Therm. Cond. (l, W/m*K)"	"Surf. Tension (l, N/m)"	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, kJ/kg)"	"Enthalpy (v, kJ/kg)"	"Entropy (v, J/g*K)"	"Cv (v, J/g*K)"	"Cp (v, J/g*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/bar)"	"Viscosity (v, uPa*s)"	"Therm. Cond. (v, W/m*K)"
-2.6557	29.147	920.34	0.0010866	156.59	159.76	0.69432	0.9104	2.2185	577.48	0.029778	95.178	0.10419	0.0058568	78.727	0.012702	361.99	399.02	1.5788	0.86701	1.6394	212.34	1.5186	14.971	0.018417
-2.5474	29.229	919.81	0.0010872	156.81	159.99	0.69516	0.91043	2.2206	576.71	0.029985	95.046	0.10408	0.0058372	78.98	0.012661	361.98	398.99	1.5784	0.86745	1.6423	212.29	1.5171	14.981	0.018441
-2.4393	29.312	919.28	0.0010878	157.04	160.23	0.69599	0.91045	2.2227	575.94	0.030193	94.915	0.10396	0.0058177	79.233	0.012621	361.97	398.96	1.5779	0.86789	1.6452	212.24	1.5157	14.992	0.018465
-2.3315	29.394	918.75	0.0010884	157.26	160.46	0.69682	0.91048	2.2248	575.18	0.030401	94.783	0.10384	0.0057983	79.487	0.012581	361.95	398.93	1.5774	0.86833	1.6482	212.19	1.5143	15.002	0.018489
-2.2239	29.477	918.21	0.0010891	157.48	160.7	0.69765	0.91051	2.2269	574.42	0.03061	94.652	0.10373	0.0057789	79.741	0.012541	361.94	398.9	1.5769	0.86877	1.6511	212.14	1.5129	15.013	0.018513
-2.1165	29.559	917.68	0.0010897	157.71	160.93	0.69848	0.91054	2.229	573.65	0.030819	94.522	0.10361	0.0057595	79.995	0.012501	361.92	398.87	1.5764	0.86921	1.6541	212.09	1.5114	15.023	0.018537
-2.0093	29.642	917.15	0.0010903	157.93	161.16	0.69931	0.91056	2.2311	572.89	0.031029	94.392	0.1035	0.0057402	80.249	0.012461	361.91	398.84	1.5759	0.86965	1.6571	212.04	1.51	15.034	0.018561
-1.9024	29.725	916.62	0.001091	158.15	161.4	0.70014	0.91059	2.2332	572.13	0.031239	94.262	0.10338	0.0057209	80.504	0.012422	361.89	398.82	1.5754	0.87008	1.6601	211.99	1.5086	15.044	0.018586
-1.7956	29.807	916.09	0.0010916	158.37	161.63	0.70096	0.91062	2.2353	571.37	0.03145	94.132	0.10326	0.0057017	80.758	0.012383	361.88	398.79	1.5749	0.87052	1.6631	211.94	1.5072	15.055	0.01861
-1.6891	29.89	915.56	0.0010922	158.6	161.86	0.70178	0.91065	2.2374	570.61	0.031661	94.003	0.10315	0.0056826	81.014	0.012344	361.86	398.76	1.5745	0.87096	1.6661	211.89	1.5058	15.065	0.018634
-1.5828	29.972	915.03	0.0010929	158.82	162.09	0.7026	0.91068	2.2396	569.86	0.031873	93.874	0.10304	0.0056635	81.269	0.012305	361.85	398.73	1.574	0.8714	1.6691	211.84	1.5044	15.076	0.018659
-1.4767	30.055	914.5	0.0010935	159.04	162.32	0.70343	0.91071	2.2417	569.1	0.032085	93.746	0.10292	0.0056444	81.525	0.012266	361.83	398.7	1.5735	0.87183	1.6721	211.79	1.5031	15.086	0.018683
-1.3708	30.137	913.98	0.0010941	159.26	162.56	0.70424	0.91074	2.2439	568.34	0.032298	93.617	0.10281	0.0056254	81.781	0.012228	361.82	398.67	1.573	0.87227	1.6752	211.74	1.5017	15.097	0.018707
-1.2651	30.22	913.45	0.0010948	159.48	162.79	0.70506	0.91077	2.246	567.59	0.032512	93.489	0.10269	0.0056064	82.037	0.01219	361.8	398.64	1.5725	0.87271	1.6782	211.69	1.5003	15.107	0.018732
-1.1596	30.302	912.92	0.0010954	159.7	163.02	0.70588	0.9108	2.2482	566.84	0.032726	93.362	0.10258	0.0055875	82.294	0.012152	361.78	398.61	1.572	0.87314	1.6813	211.64	1.4989	15.118	0.018756
-1.0544	30.385	912.39	0.001096	159.92	163.25	0.70669	0.91083	2.2503	566.08	0.03294	93.235	0.10247	0.0055687	82.551	0.012114	361.77	398.57	1.5716	0.87358	1.6843	211.59	1.4976	15.128	0.018781
-0.94933	30.467	911.86	0.0010967	160.14	163.48	0.70751	0.91086	2.2525	565.33	0.033155	93.108	0.10235	0.0055499	82.808	0.012076	361.75	398.54	1.5711	0.87401	1.6874	211.54	1.4962	15.139	0.018806
-0.84449	30.55	911.34	0.0010973	160.36	163.71	0.70832	0.9109	2.2547	564.58	0.033371	92.981	0.10224	0.0055311	83.066	0.012039	361.73	398.51	1.5706	0.87445	1.6905	211.49	1.4948	15.149	0.01883
-0.73986	30.632	910.81	0.0010979	160.58	163.94	0.70913	0.91093	2.2569	563.83	0.033587	92.855	0.10213	0.0055124	83.324	0.012001	361.72	398.48	1.5701	0.87488	1.6936	211.44	1.4935	15.16	0.018855
-0.63543	30.715	910.28	0.0010986	160.79	164.17	0.70994	0.91096	2.2591	563.08	0.033803	92.729	0.10201	0.0054937	83.582	0.011964	361.7	398.45	1.5696	0.87532	1.6967	211.39	1.4921	15.17	0.01888
-0.53121	30.798	909.76	0.0010992	161.01	164.4	0.71074	0.91099	2.2613	562.34	0.034021	92.603	0.1019	0.0054751	83.841	0.011927	361.68	398.42	1.5692	0.87575	1.6998	211.34	1.4908	15.181	0.018904
-0.42719	30.88	909.23	0.0010998	161.23	164.63	0.71155	0.91103	2.2635	561.59	0.034238	92.478	0.10179	0.0054565	84.099	0.011891	361.67	398.38	1.5687	0.87618	1.703	211.29	1.4894	15.191	0.018929
-0.32338	30.963	908.71	0.0011005	161.45	164.86	0.71236	0.91106	2.2657	560.84	0.034457	92.353	0.10168	0.005438	84.358	0.011854	361.65	398.35	1.5682	0.87662	1.7061	211.24	1.4881	15.202	0.018954
-0.21976	31.045	908.18	0.0011011	161.67	165.08	0.71316	0.91109	2.268	560.1	0.034675	92.228	0.10157	0.0054195	84.618	0.011818	361.63	398.32	1.5677	0.87705	1.7093	211.19	1.4867	15.212	0.018979
-0.11635	31.128	907.66	0.0011017	161.88	165.31	0.71396	0.91113	2.2702	559.36	0.034895	92.104	0.10146	0.0054011	84.878	0.011782	361.61	398.29	1.5672	0.87748	1.7124	211.14	1.4854	15.223	0.019004
-0.013139	31.21	907.13	0.0011024	162.1	165.54	0.71476	0.91116	2.2724	558.61	0.035115	91.98	0.10134	0.0053827	85.138	0.011746	361.59	398.25	1.5668	0.87791	1.7156	211.09	1.4841	15.233	0.019029
0.089873	31.293	906.61	0.001103	162.32	165.77	0.71556	0.9112	2.2747	557.87	0.035335	91.856	0.10123	0.0053643	85.398	0.01171	361.58	398.22	1.5663	0.87835	1.7188	211.04	1.4828	15.244	0.019054
0.19269	31.375	906.09	0.0011036	162.53	165.99	0.71636	0.91123	2.277	557.13	0.035556	91.732	0.10112	0.005346	85.659	0.011674	361.56	398.19	1.5658	0.87878	1.722	210.99	1.4814	15.254	0.019079
0.2953	31.458	905.56	0.0011043	162.75	166.22	0.71716	0.91127	2.2792	556.39	0.035778	91.609	0.10101	0.0053278	85.92	0.011639	361.54	398.15	1.5653	0.87921	1.7252	210.94	1.4801	15.264	0.019104
0.39772	31.54	905.04	0.0011049	162.96	166.45	0.71795	0.9113	2.2815	555.65	0.036	91.486	0.1009	0.0053096	86.181	0.011604	361.52	398.12	1.5649	0.87964	1.7284	210.89	1.4788	15.275	0.019129
0.49995	31.623	904.51	0.0011056	163.18	166.67	0.71875	0.91134	2.2838	554.91	0.036223	91.364	0.10079	0.0052914	86.442	0.011568	361.5	398.08	1.5644	0.88007	1.7316	210.84	1.4775	15.285	0.019154
0.60198	31.705	903.99	0.0011062	163.39	166.9	0.71954	0.91138	2.2861	554.18	0.036446	91.241	0.10068	0.0052733	86.704	0.011533	361.48	398.05	1.5639	0.8805	1.7349	210.79	1.4762	15.296	0.019179
0.70381	31.788	903.47	0.0011068	163.61	167.13	0.72033	0.91141	2.2884	553.44	0.03667	91.119	0.10057	0.0052552	86.967	0.011499	361.46	398.01	1.5634	0.88094	1.7381	210.74	1.4749	15.306	0.019205
0.80546	31.871	902.95	0.0011075	163.82	167.35	0.72113	0.91145	2.2907	552.7	0.036894	90.998	0.10047	0.0052372	87.229	0.011464	361.44	397.98	1.563	0.88137	1.7414	210.68	1.4736	15.317	0.01923
0.9069	31.953	902.43	0.0011081	164.04	167.58	0.72192	0.91149	2.293	551.97	0.037119	90.876	0.10036	0.0052192	87.492	0.01143	361.42	397.94	1.5625	0.8818	1.7446	210.63	1.4723	15.327	0.019255
1.0082	32.036	901.9	0.0011088	164.25	167.8	0.7227	0.91153	2.2953	551.24	0.037345	90.755	0.10025	0.0052013	87.755	0.011395	361.4	397.91	1.562	0.88223	1.7479	210.58	1.471	15.338	0.019281
1.1092	32.118	901.38	0.0011094	164.47	168.03	0.72349	0.91157	2.2976	550.5	0.037571	90.634	0.10014	0.0051834	88.019	0.011361	361.38	397.87	1.5615	0.88266	1.7512	210.53	1.4697	15.348	0.019306
1.2101	32.201	900.86	0.00111	164.68	168.25	0.72428	0.9116	2.3	549.77	0.037798	90.513	0.10003	0.0051655	88.282	0.011327	361.36	397.84	1.5611	0.88309	1.7545	210.48	1.4684	15.359	0.019332
1.3108	32.283	900.34	0.0011107	164.89	168.48	0.72506	0.91164	2.3023	549.04	0.038026	90.393	0.099924	0.0051477	88.547	0.011293	361.34	397.8	1.5606	0.88352	1.7578	210.43	1.4671	15.369	0.019357
1.4113	32.366	899.82	0.0011113	165.11	168.7	0.72584	0.91168	2.3047	548.31	0.038254	90.273	0.099816	0.00513	88.811	0.01126	361.32	397.77	1.5601	0.88395	1.7612	210.38	1.4659	15.38	0.019383
1.5116	32.448	899.3	0.001112	165.32	168.93	0.72663	0.91172	2.307	547.58	0.038482	90.153	0.099709	0.0051122	89.076	0.011226	361.3	397.73	1.5597	0.88437	1.7645	210.33	1.4646	15.39	0.019409
1.6117	32.531	898.78	0.0011126	165.53	169.15	0.72741	0.91176	2.3094	546.85	0.038711	90.034	0.099601	0.0050946	89.341	0.011193	361.28	397.69	1.5592	0.8848	1.7679	210.28	1.4633	15.401	0.019434
1.7117	32.613	898.26	0.0011133	165.74	169.37	0.72819	0.9118	2.3118	546.12	0.038941	89.914	0.099494	0.0050769	89.606	0.01116	361.26	397.66	1.5587	0.88523	1.7712	210.22	1.4621	15.411	0.01946
1.8114	32.696	897.74	0.0011139	165.95	169.6	0.72897	0.91184	2.3142	545.39	0.039172	89.795	0.099388	0.0050593	89.872	0.011127	361.24	397.62	1.5583	0.88566	1.7746	210.17	1.4608	15.422	0.019486
1.911	32.779	897.22	0.0011146	166.17	169.82	0.72974	0.91188	2.3166	544.67	0.039403	89.677	0.099281	0.0050418	90.138	0.011094	361.22	397.58	1.5578	0.88609	1.778	210.12	1.4595	15.432	0.019512
2.0104	32.861	896.7	0.0011152	166.38	170.04	0.73052	0.91193	2.319	543.94	0.039634	89.558	0.099175	0.0050243	90.405	0.011061	361.2	397.54	1.5573	0.88652	1.7814	210.07	1.4583	15.443	0.019537
2.1096	32.944	896.18	0.0011158	166.59	170.27	0.7313	0.91197	2.3214	543.22	0.039867	89.44	0.099069	0.0050068	90.672	0.011029	361.17	397.51	1.5568	0.88694	1.7848	210.02	1.457	15.453	0.019563
2.2086	33.026	895.66	0.0011165	166.8	170.49	0.73207	0.91201	2.3238	542.49	0.0401	89.322	0.098963	0.0049894	90.939	0.010996	361.15	397.47	1.5564	0.88737	1.7883	209.97	1.4558	15.464	0.019589
2.3075	33.109	895.14	0.0011171	167.01	170.71	0.73284	0.91205	2.3263	541.77	0.040333	89.204	0.098857	0.004972	91.206	0.010964	361.13	397.43	1.5559	0.8878	1.7917	209.92	1.4545	15.474	0.019615
2.4061	33.191	894.62	0.0011178	167.22	170.93	0.73361	0.9121	2.3287	541.05	0.040567	89.087	0.098752	0.0049547	91.474	0.010932	361.11	397.39	1.5554	0.88823	1.7951	209.86	1.4533	15.485	0.019641
2.5046	33.274	894.1	0.0011184	167.43	171.15	0.73439	0.91214	2.3311	540.33	0.040802	88.97	0.098647	0.0049374	91.742	0.0109	361.08	397.35	1.555	0.88865	1.7986	209.81	1.452	15.495	0.019668
2.6029	33.356	893.59	0.0011191	167.64	171.37	0.73516	0.91218	2.3336	539.61	0.041037	88.853	0.098542	0.0049202	92.01	0.010868	361.06	397.32	1.5545	0.88908	1.8021	209.76	1.4508	15.506	0.019694
2.701	33.439	893.07	0.0011197	167.85	171.6	0.73592	0.91223	2.3361	538.89	0.041273	88.736	0.098437	0.004903	92.279	0.010837	361.04	397.28	1.554	0.88951	1.8056	209.71	1.4496	15.517	0.01972
2.799	33.521	892.55	0.0011204	168.06	171.82	0.73669	0.91227	2.3386	538.17	0.04151	88.62	0.098332	0.0048858	92.548	0.010805	361.02	397.24	1.5536	0.88993	1.8091	209.66	1.4483	15.527	0.019746
2.8967	33.604	892.03	0.001121	168.27	172.04	0.73746	0.91231	2.341	537.45	0.041747	88.504	0.098228	0.0048687	92.818	0.010774	360.99	397.2	1.5531	0.89036	1.8126	209.6	1.4471	15.538	0.019773
2.9943	33.686	891.52	0.0011217	168.48	172.26	0.73822	0.91236	2.3435	536.73	0.041985	88.388	0.098124	0.0048516	93.088	0.010743	360.97	397.16	1.5527	0.89079	1.8161	209.55	1.4459	15.548	0.019799
3.0918	33.769	891	0.0011223	168.69	172.48	0.73899	0.91241	2.346	536.01	0.042224	88.272	0.09802	0.0048345	93.358	0.010711	360.95	397.12	1.5522	0.89121	1.8197	209.5	1.4447	15.559	0.019826
3.189	33.852	890.48	0.001123	168.9	172.7	0.73975	0.91245	2.3486	535.3	0.042463	88.157	0.097916	0.0048175	93.629	0.010681	360.92	397.08	1.5517	0.89164	1.8232	209.45	1.4434	15.569	0.019852
3.2861	33.934	889.96	0.0011236	169.11	172.92	0.74051	0.9125	2.3511	534.58	0.042703	88.041	0.097813	0.0048006	93.899	0.01065	360.9	397.04	1.5513	0.89207	1.8268	209.4	1.4422	15.58	0.019879
3.383	34.017	889.45	0.0011243	169.31	173.14	0.74127	0.91254	2.3536	533.87	0.042944	87.926	0.097709	0.0047836	94.171	0.010619	360.88	397	1.5508	0.89249	1.8304	209.34	1.441	15.59	0.019905
3.4797	34.099	888.93	0.0011249	169.52	173.36	0.74203	0.91259	2.3561	533.15	0.043185	87.812	0.097606	0.0047668	94.442	0.010588	360.85	396.96	1.5503	0.89292	1.834	209.29	1.4398	15.601	0.019932
3.5762	34.182	888.41	0.0011256	169.73	173.58	0.74279	0.91264	2.3587	532.44	0.043427	87.697	0.097504	0.0047499	94.714	0.010558	360.83	396.92	1.5499	0.89334	1.8376	209.24	1.4386	15.611	0.019959
3.6726	34.264	887.9	0.0011263	169.94	173.8	0.74355	0.91269	2.3613	531.73	0.043669	87.583	0.097401	0.0047331	94.986	0.010528	360.8	396.88	1.5494	0.89377	1.8412	209.19	1.4374	15.622	0.019985
3.7688	34.347	887.38	0.0011269	170.14	174.01	0.7443	0.91273	2.3638	531.01	0.043913	87.469	0.097299	0.0047163	95.259	0.010498	360.78	396.83	1.5489	0.89419	1.8449	209.13	1.4362	15.632	0.020012
3.8649	34.429	886.87	0.0011276	170.35	174.23	0.74506	0.91278	2.3664	530.3	0.044157	87.355	0.097196	0.0046996	95.532	0.010468	360.75	396.79	1.5485	0.89462	1.8485	209.08	1.435	15.643	0.020039
3.9608	34.512	886.35	0.0011282	170.56	174.45	0.74581	0.91283	2.369	529.59	0.044401	87.242	0.097094	0.0046829	95.806	0.010438	360.73	396.75	1.548	0.89504	1.8522	209.03	1.4338	15.654	0.020066
4.0565	34.594	885.84	0.0011289	170.76	174.67	0.74657	0.91288	2.3716	528.88	0.044647	87.129	0.096992	0.0046663	96.079	0.010408	360.7	396.71	1.5476	0.89547	1.8559	208.98	1.4326	15.664	0.020093
4.152	34.677	885.32	0.0011295	170.97	174.89	0.74732	0.91293	2.3742	528.17	0.044893	87.016	0.096891	0.0046497	96.353	0.010378	360.68	396.67	1.5471	0.89589	1.8596	208.93	1.4314	15.675	0.02012
4.2474	34.76	884.8	0.0011302	171.18	175.1	0.74807	0.91298	2.3768	527.46	0.045139	86.903	0.096789	0.0046331	96.628	0.010349	360.65	396.62	1.5466	0.89632	1.8633	208.87	1.4302	15.685	0.020147
4.3426	34.842	884.29	0.0011309	171.38	175.32	0.74882	0.91303	2.3795	526.76	0.045387	86.79	0.096688	0.0046166	96.903	0.01032	360.63	396.58	1.5462	0.89674	1.867	208.82	1.4291	15.696	0.020174
4.4376	34.925	883.77	0.0011315	171.59	175.54	0.74957	0.91308	2.3821	526.05	0.045635	86.678	0.096587	0.0046001	97.178	0.01029	360.6	396.54	1.5457	0.89717	1.8708	208.77	1.4279	15.706	0.020202
4.5325	35.007	883.26	0.0011322	171.79	175.76	0.75032	0.91313	2.3848	525.34	0.045883	86.566	0.096486	0.0045837	97.453	0.010261	360.57	396.5	1.5453	0.89759	1.8745	208.72	1.4267	15.717	0.020229
4.6272	35.09	882.74	0.0011328	172	175.97	0.75107	0.91318	2.3874	524.64	0.046133	86.454	0.096386	0.0045672	97.729	0.010232	360.55	396.45	1.5448	0.89802	1.8783	208.66	1.4255	15.728	0.020256
4.7217	35.172	882.23	0.0011335	172.2	176.19	0.75181	0.91323	2.3901	523.93	0.046383	86.342	0.096285	0.0045509	98.006	0.010203	360.52	396.41	1.5443	0.89844	1.8821	208.61	1.4243	15.738	0.020284
4.8161	35.255	881.72	0.0011342	172.41	176.41	0.75256	0.91328	2.3928	523.23	0.046634	86.23	0.096185	0.0045345	98.282	0.010175	360.5	396.37	1.5439	0.89886	1.8859	208.56	1.4232	15.749	0.020311
4.9103	35.337	881.2	0.0011348	172.61	176.62	0.7533	0.91334	2.3955	522.52	0.046885	86.119	0.096085	0.0045182	98.559	0.010146	360.47	396.32	1.5434	0.89929	1.8897	208.5	1.422	15.759	0.020339
5.0044	35.42	880.69	0.0011355	172.82	176.84	0.75405	0.91339	2.3982	521.82	0.047138	86.008	0.095985	0.004502	98.837	0.010118	360.44	396.28	1.543	0.89971	1.8935	208.45	1.4208	15.77	0.020366
5.0983	35.502	880.17	0.0011361	173.02	177.06	0.75479	0.91344	2.4009	521.12	0.047391	85.897	0.095886	0.0044858	99.114	0.010089	360.41	396.23	1.5425	0.90014	1.8974	208.4	1.4197	15.781	0.020394
5.192	35.585	879.66	0.0011368	173.23	177.27	0.75553	0.9135	2.4036	520.42	0.047645	85.787	0.095786	0.0044696	99.393	0.010061	360.39	396.19	1.542	0.90056	1.9012	208.35	1.4185	15.791	0.020422
5.2856	35.667	879.14	0.0011375	173.43	177.49	0.75627	0.91355	2.4064	519.71	0.047899	85.676	0.095687	0.0044534	99.671	0.010033	360.36	396.15	1.5416	0.90098	1.9051	208.29	1.4174	15.802	0.020449
5.379	35.75	878.63	0.0011381	173.63	177.7	0.75701	0.9136	2.4091	519.01	0.048154	85.566	0.095588	0.0044373	99.95	0.010005	360.33	396.1	1.5411	0.90141	1.909	208.24	1.4162	15.812	0.020477
5.4723	35.833	878.12	0.0011388	173.84	177.92	0.75775	0.91366	2.4119	518.31	0.04841	85.456	0.095489	0.0044212	100.23	0.0099771	360.3	396.06	1.5407	0.90183	1.9129	208.19	1.415	15.823	0.020505
5.5654	35.915	877.6	0.0011395	174.04	178.13	0.75849	0.91371	2.4146	517.61	0.048667	85.346	0.095391	0.0044052	100.51	0.0099493	360.28	396.01	1.5402	0.90225	1.9168	208.13	1.4139	15.834	0.020533
5.6583	35.998	877.09	0.0011401	174.24	178.35	0.75922	0.91377	2.4174	516.91	0.048924	85.237	0.095292	0.0043892	100.79	0.0099217	360.25	395.96	1.5398	0.90268	1.9208	208.08	1.4127	15.844	0.020561
5.7511	36.08	876.58	0.0011408	174.45	178.56	0.75996	0.91383	2.4202	516.22	0.049183	85.127	0.095194	0.0043732	101.07	0.0098942	360.22	395.92	1.5393	0.9031	1.9247	208.03	1.4116	15.855	0.020589
5.8438	36.163	876.06	0.0011415	174.65	178.78	0.7607	0.91388	2.423	515.52	0.049441	85.018	0.095096	0.0043573	101.35	0.0098667	360.19	395.87	1.5388	0.90352	1.9287	207.97	1.4105	15.866	0.020617
5.9362	36.245	875.55	0.0011421	174.85	178.99	0.76143	0.91394	2.4258	514.82	0.049701	84.909	0.094998	0.0043414	101.63	0.0098394	360.16	395.83	1.5384	0.90395	1.9327	207.92	1.4093	15.876	0.020646
6.0286	36.328	875.04	0.0011428	175.05	179.2	0.76216	0.914	2.4286	514.12	0.049962	84.8	0.094901	0.0043256	101.91	0.0098123	360.13	395.78	1.5379	0.90437	1.9367	207.87	1.4082	15.887	0.020674
6.1207	36.41	874.52	0.0011435	175.25	179.42	0.7629	0.91405	2.4315	513.43	0.050223	84.692	0.094803	0.0043098	102.2	0.0097852	360.11	395.73	1.5375	0.90479	1.9407	207.81	1.407	15.898	0.020702
6.2127	36.493	874.01	0.0011442	175.46	179.63	0.76363	0.91411	2.4343	512.73	0.050485	84.583	0.094706	0.004294	102.48	0.0097582	360.08	395.69	1.537	0.90522	1.9448	207.76	1.4059	15.908	0.020731
6.3046	36.575	873.5	0.0011448	175.66	179.85	0.76436	0.91417	2.4372	512.04	0.050748	84.475	0.094609	0.0042782	102.76	0.0097314	360.05	395.64	1.5366	0.90564	1.9488	207.71	1.4048	15.919	0.020759
6.3963	36.658	872.99	0.0011455	175.86	180.06	0.76509	0.91423	2.4401	511.34	0.051011	84.367	0.094512	0.0042625	103.04	0.0097046	360.02	395.59	1.5361	0.90606	1.9529	207.65	1.4036	15.93	0.020788
6.4879	36.741	872.47	0.0011462	176.06	180.27	0.76582	0.91429	2.4429	510.65	0.051275	84.259	0.094415	0.0042469	103.33	0.009678	359.99	395.55	1.5356	0.90649	1.957	207.6	1.4025	15.94	0.020816
6.5793	36.823	871.96	0.0011468	176.26	180.49	0.76654	0.91435	2.4458	509.96	0.051541	84.152	0.094319	0.0042312	103.61	0.0096514	359.96	395.5	1.5352	0.90691	1.9611	207.55	1.4014	15.951	0.020845
6.6705	36.906	871.45	0.0011475	176.46	180.7	0.76727	0.91441	2.4487	509.26	0.051806	84.045	0.094222	0.0042156	103.9	0.009625	359.93	395.45	1.5347	0.90733	1.9652	207.49	1.4003	15.962	0.020874
6.7616	36.988	870.93	0.0011482	176.66	180.91	0.768	0.91447	2.4517	508.57	0.052073	83.937	0.094126	0.0042001	104.18	0.0095987	359.9	395.4	1.5343	0.90775	1.9694	207.44	1.3991	15.972	0.020903
6.8526	37.071	870.42	0.0011489	176.86	181.12	0.76872	0.91453	2.4546	507.88	0.052341	83.83	0.09403	0.0041845	104.47	0.0095725	359.87	395.35	1.5338	0.90818	1.9735	207.39	1.398	15.983	0.020932
6.9434	37.153	869.91	0.0011495	177.06	181.34	0.76945	0.91459	2.4575	507.19	0.052609	83.723	0.093934	0.004169	104.75	0.0095464	359.84	395.3	1.5334	0.9086	1.9777	207.33	1.3969	15.994	0.020961
7.034	37.236	869.4	0.0011502	177.27	181.55	0.77017	0.91465	2.4605	506.5	0.052878	83.617	0.093839	0.0041536	105.04	0.0095204	359.81	395.26	1.5329	0.90902	1.9819	207.28	1.3958	16.004	0.02099
7.1245	37.318	868.88	0.0011509	177.47	181.76	0.77089	0.91471	2.4635	505.81	0.053148	83.51	0.093743	0.0041382	105.32	0.0094945	359.78	395.21	1.5325	0.90945	1.9861	207.22	1.3947	16.015	0.021019
7.2149	37.401	868.37	0.0011516	177.67	181.97	0.77162	0.91477	2.4665	505.12	0.053419	83.404	0.093648	0.0041228	105.61	0.0094687	359.74	395.16	1.532	0.90987	1.9904	207.17	1.3936	16.026	0.021048
7.3051	37.483	867.86	0.0011523	177.86	182.18	0.77234	0.91484	2.4694	504.43	0.05369	83.298	0.093553	0.0041074	105.9	0.009443	359.71	395.11	1.5315	0.91029	1.9946	207.12	1.3925	16.037	0.021077
7.3952	37.566	867.35	0.0011529	178.06	182.4	0.77306	0.9149	2.4725	503.74	0.053962	83.192	0.093458	0.0040921	106.19	0.0094175	359.68	395.06	1.5311	0.91071	1.9989	207.06	1.3914	16.047	0.021107
7.4851	37.648	866.84	0.0011536	178.26	182.61	0.77378	0.91496	2.4755	503.05	0.054236	83.086	0.093363	0.0040768	106.47	0.009392	359.65	395.01	1.5306	0.91114	2.0032	207.01	1.3903	16.058	0.021136
7.5749	37.731	866.32	0.0011543	178.46	182.82	0.7745	0.91503	2.4785	502.37	0.05451	82.981	0.093269	0.0040616	106.76	0.0093666	359.62	394.96	1.5302	0.91156	2.0075	206.96	1.3892	16.069	0.021166
7.6645	37.814	865.81	0.001155	178.66	183.03	0.77521	0.91509	2.4816	501.68	0.054784	82.875	0.093175	0.0040464	107.05	0.0093413	359.59	394.91	1.5297	0.91198	2.0118	206.9	1.3881	16.08	0.021195
7.754	37.896	865.3	0.0011557	178.86	183.24	0.77593	0.91515	2.4846	500.99	0.05506	82.77	0.09308	0.0040312	107.34	0.0093161	359.55	394.86	1.5293	0.91241	2.0162	206.85	1.387	16.09	0.021225
7.8433	37.979	864.79	0.0011564	179.06	183.45	0.77665	0.91522	2.4877	500.31	0.055337	82.665	0.092986	0.004016	107.63	0.009291	359.52	394.81	1.5288	0.91283	2.0205	206.79	1.3859	16.101	0.021255
7.9325	38.061	864.27	0.001157	179.26	183.66	0.77736	0.91529	2.4908	499.62	0.055614	82.56	0.092893	0.0040009	107.92	0.0092661	359.49	394.76	1.5284	0.91325	2.0249	206.74	1.3848	16.112	0.021284
8.0216	38.144	863.76	0.0011577	179.46	183.87	0.77808	0.91535	2.4939	498.94	0.055892	82.456	0.092799	0.0039858	108.21	0.0092412	359.46	394.71	1.5279	0.91368	2.0293	206.69	1.3837	16.123	0.021314
8.1105	38.226	863.25	0.0011584	179.65	184.08	0.77879	0.91542	2.497	498.25	0.056171	82.351	0.092705	0.0039708	108.5	0.0092164	359.42	394.65	1.5275	0.9141	2.0337	206.63	1.3826	16.134	0.021344
8.1992	38.309	862.74	0.0011591	179.85	184.29	0.7795	0.91548	2.5001	497.57	0.056451	82.247	0.092612	0.0039558	108.79	0.0091917	359.39	394.6	1.527	0.91452	2.0382	206.58	1.3815	16.144	0.021374
8.2879	38.391	862.23	0.0011598	180.05	184.5	0.78022	0.91555	2.5032	496.89	0.056732	82.143	0.092519	0.0039408	109.09	0.0091671	359.36	394.55	1.5266	0.91494	2.0426	206.52	1.3804	16.155	0.021404
8.3763	38.474	861.71	0.0011605	180.25	184.71	0.78093	0.91562	2.5064	496.2	0.057014	82.039	0.092426	0.0039258	109.38	0.0091426	359.32	394.5	1.5261	0.91537	2.0471	206.47	1.3793	16.166	0.021435
8.4647	38.556	861.2	0.0011612	180.45	184.92	0.78164	0.91569	2.5096	495.52	0.057296	81.935	0.092333	0.0039109	109.67	0.0091182	359.29	394.45	1.5257	0.91579	2.0516	206.41	1.3782	16.177	0.021465
8.5529	38.639	860.69	0.0011619	180.64	185.13	0.78235	0.91576	2.5128	494.84	0.05758	81.831	0.092241	0.0038961	109.96	0.0090939	359.26	394.4	1.5252	0.91621	2.0562	206.36	1.3771	16.188	0.021495
8.641	38.722	860.18	0.0011626	180.84	185.34	0.78306	0.91583	2.5159	494.16	0.057864	81.728	0.092148	0.0038812	110.26	0.0090696	359.22	394.34	1.5247	0.91664	2.0607	206.31	1.3761	16.199	0.021526
